StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
1051,17,Female,Asian,Some College,17.186498641967773,5,False,High,False,False,False,False,2.9354772567749023,C
1052,16,Female,Asian,None,2.2003543376922607,12,True,Low,True,False,True,False,1.9863780736923218,F
1053,17,Female,Caucasian,High School,18.94856071472168,22,False,Very High,False,False,True,False,1.5715441703796387,F
1054,18,Male,Caucasian,Some College,8.46716022491455,13,False,Low,False,True,False,False,1.6643106937408447,F
1055,17,Male,Caucasian,None,0.18620581924915314,29,True,Moderate,True,True,False,False,0.7562591433525085,F
1056,18,Male,Caucasian,High School,8.847874641418457,25,False,Moderate,False,True,False,False,0.8027695417404175,F
1057,18,Female,Caucasian,Higher,0.9213833808898926,20,False,Moderate,False,True,True,False,1.3423871994018555,F
1058,15,Male,Caucasian,Higher,10.877558708190918,29,False,High,True,False,False,False,0.28657129406929016,F
1059,17,Male,Caucasian,High School,6.771080493927002,9,True,High,False,True,False,False,2.6138386726379395,C
1060,15,Female,Other,None,9.468698501586914,23,False,High,False,True,False,False,0.9290125370025635,F
1061,17,Female,African American,High School,12.263406753540039,10,False,None,True,False,True,False,1.8927587270736694,F
1062,17,Male,Caucasian,High School,17.376022338867188,12,False,Moderate,False,False,True,False,2.33126163482666,D
1063,15,Male,African American,Bachelor's,13.238031387329102,11,False,High,False,True,False,False,2.234238386154175,D
1064,15,Male,Caucasian,High School,8.680977821350098,8,False,Moderate,False,True,False,False,2.3858282566070557,D
1065,17,Male,Caucasian,Some College,16.38855743408203,3,True,Very High,False,False,False,False,3.3473567962646484,B
1066,16,Male,African American,High School,18.111642837524414,6,True,High,True,False,False,False,3.261855363845825,B
1067,18,Male,Caucasian,Higher,2.3951992988586426,23,False,High,False,True,False,False,1.0396238565444946,F
1068,15,Female,Caucasian,High School,10.638659477233887,28,False,None,False,True,False,False,0.027818623930215836,F
1069,18,Female,Other,Some College,5.690239429473877,21,True,High,False,False,True,False,1.329964518547058,F
1070,16,Female,Asian,High School,0.9412239789962769,1,False,Very High,False,False,True,False,3.283916473388672,B
1071,16,Male,African American,Some College,13.370933532714844,6,False,Moderate,True,False,False,False,2.9374542236328125,C
1072,16,Female,African American,High School,17.255414962768555,28,False,High,False,False,True,True,0.7388681769371033,F
1073,15,Male,African American,High School,3.2580530643463135,8,False,Moderate,True,True,False,False,2.5568015575408936,C
1074,16,Male,Caucasian,Bachelor's,16.248273849487305,4,True,Moderate,False,False,False,False,3.3009285926818848,B
1075,15,Female,Caucasian,Bachelor's,17.067914962768555,14,False,High,True,False,True,False,2.2006828784942627,D
1076,16,Male,Caucasian,Bachelor's,18.286808013916016,17,False,High,False,True,False,False,1.8558655977249146,F
1077,18,Male,Caucasian,Some College,5.305701732635498,3,False,High,False,False,False,False,2.7344014644622803,C
1078,18,Female,African American,Bachelor's,18.07906150817871,18,True,Low,True,True,False,False,2.131737232208252,D
1079,17,Female,Caucasian,None,6.413255214691162,19,False,Low,False,False,False,False,0.9797698855400085,F
1080,18,Female,Other,High School,11.046760559082031,25,False,High,False,True,False,False,0.9943250417709351,F
1081,17,Male,Other,High School,1.010149359703064,6,False,Low,False,True,False,False,2.074699878692627,D
1082,18,Female,Asian,Some College,0.8776217699050903,25,False,Moderate,False,False,False,False,0.5005080103874207,F
1083,15,Female,African American,High School,14.407464027404785,7,False,None,True,True,False,False,2.5324385166168213,C
1084,18,Male,Asian,High School,8.889599800109863,16,False,Low,False,True,False,False,1.4633780717849731,F
1085,17,Female,Caucasian,Some College,5.125847339630127,12,False,High,True,True,False,False,2.342836856842041,D
1086,17,Female,Asian,Bachelor's,3.80826997756958,23,False,High,False,False,False,False,1.158846378326416,F
1087,16,Female,Caucasian,High School,13.399069786071777,20,True,Low,True,False,True,True,1.523748755455017,F
1088,15,Male,Asian,High School,0.008030880242586136,27,False,Low,False,False,True,False,0.0,F
1089,18,Male,Caucasian,High School,16.117822647094727,22,False,None,True,False,True,False,1.0586220026016235,F
1090,16,Male,Asian,High School,1.5849921703338623,10,False,Moderate,False,False,True,True,2.2297401428222656,D
1091,18,Male,Other,High School,3.8297922611236572,26,False,Low,False,False,False,True,0.19474327564239502,F
1092,18,Female,Caucasian,Some College,7.724728107452393,0,False,Moderate,True,True,False,False,3.506920099258423,A
1093,16,Male,Caucasian,Some College,9.697175025939941,1,True,High,False,False,False,False,3.5522868633270264,A
1094,16,Male,Other,Some College,7.099902153015137,16,True,High,False,True,False,False,2.2384912967681885,D
1095,16,Female,Caucasian,High School,6.414243221282959,4,False,Low,True,True,False,False,2.70847225189209,C
1096,16,Female,Asian,Bachelor's,19.2783203125,29,False,High,False,False,False,True,0.7329082489013672,F
1097,16,Female,African American,High School,12.83159351348877,29,False,Very High,False,False,True,False,0.9654824733734131,F
1098,18,Male,Caucasian,Some College,0.46865910291671753,5,False,Moderate,False,True,False,False,2.5552327632904053,C
1099,16,Male,Caucasian,Bachelor's,8.60351848602295,25,False,Moderate,True,False,True,True,0.7443222999572754,F
1100,15,Male,Caucasian,High School,17.500173568725586,24,False,Moderate,False,False,False,False,0.7220565676689148,F
1101,17,Female,Asian,High School,6.029123783111572,23,True,Low,True,True,False,True,1.2712295055389404,F
1102,16,Female,Caucasian,Bachelor's,1.8911268711090088,6,False,High,True,False,True,True,2.526142120361328,C
1103,16,Male,African American,High School,15.167695045471191,27,False,High,True,True,False,False,0.9424154162406921,F
1104,18,Female,Caucasian,Some College,12.12027645111084,20,True,Moderate,False,True,False,False,1.515639066696167,F
1105,16,Female,African American,None,11.40625,29,False,High,True,False,False,False,0.6482739448547363,F
1106,16,Female,Asian,Some College,1.0715311765670776,14,False,High,False,True,True,True,2.0488500595092773,D
1107,16,Male,Other,High School,2.8099801540374756,18,False,None,True,False,False,True,0.8422960042953491,F
1108,18,Female,Caucasian,None,12.450987815856934,15,False,Low,False,True,False,False,1.4641879796981812,F
1109,16,Female,Asian,Some College,4.156476974487305,24,True,High,True,True,False,False,1.48794686794281,F
1110,17,Male,Asian,High School,10.081401824951172,12,True,Very High,False,False,False,False,2.5875658988952637,C
1111,18,Male,African American,High School,10.89763355255127,4,True,High,False,False,False,False,3.2208070755004883,B
1112,17,Female,Other,None,5.6701436042785645,2,True,Very High,False,False,True,False,3.545159339904785,A
1113,18,Female,Caucasian,High School,18.968503952026367,2,False,Moderate,False,False,False,False,3.0895988941192627,B
1114,16,Male,Caucasian,High School,16.849281311035156,18,True,Low,False,True,True,False,1.9199564456939697,F
1115,17,Male,Asian,None,14.447469711303711,13,True,Moderate,False,False,False,False,2.1985931396484375,D
1116,18,Female,Caucasian,Bachelor's,1.5598772764205933,15,False,None,False,False,False,True,0.8782126307487488,F
1117,15,Female,Asian,None,2.1226003170013428,21,False,High,True,False,True,False,1.340368628501892,F
1118,16,Female,Asian,Some College,9.855627059936523,16,False,Very High,False,False,False,False,1.8195112943649292,F
1119,18,Female,Caucasian,High School,3.2142670154571533,26,False,High,False,True,False,False,0.6193509101867676,F
1120,15,Male,Asian,High School,19.565309524536133,3,False,Moderate,True,False,True,True,3.6194608211517334,A
1121,18,Female,Caucasian,Bachelor's,3.1704046726226807,12,True,Low,True,True,False,False,2.1749026775360107,D
1122,15,Female,African American,High School,9.749356269836426,7,True,Low,False,True,True,False,2.9744060039520264,C
1123,16,Male,African American,Higher,7.282421112060547,18,False,Moderate,False,False,False,False,0.9807358384132385,F
1124,17,Female,Other,High School,12.787728309631348,4,False,High,False,False,False,False,3.1016738414764404,B
1125,15,Male,Caucasian,Some College,2.58072829246521,1,True,Moderate,True,False,True,False,3.4982573986053467,B
1126,18,Female,Caucasian,Some College,8.606328964233398,14,False,Very High,True,False,False,False,2.5905535221099854,C
1127,16,Female,African American,Bachelor's,5.494100570678711,1,False,High,True,False,False,False,3.535003662109375,A
1128,15,Male,Asian,Some College,17.755029678344727,10,True,Low,False,True,False,False,2.8199217319488525,C
1129,18,Male,African American,Some College,0.811714231967926,12,True,Low,True,True,False,False,2.016596794128418,D
1130,18,Female,Caucasian,High School,18.27454948425293,22,True,High,False,False,False,False,1.371185064315796,F
1131,18,Female,Caucasian,High School,16.659883499145508,9,False,Low,False,False,False,False,2.1047956943511963,D
1132,15,Female,Caucasian,Bachelor's,5.951414108276367,2,False,High,False,False,False,False,3.0304391384124756,B
1133,15,Male,Asian,High School,15.785813331604004,4,True,Moderate,False,True,False,False,3.5824217796325684,A
1134,15,Female,Caucasian,High School,0.6242712140083313,2,False,Low,True,False,False,False,2.426546812057495,D
1135,17,Male,Caucasian,Some College,19.337310791015625,5,True,Moderate,True,False,False,False,3.1614363193511963,B
1136,15,Male,Other,High School,10.531898498535156,12,False,Moderate,True,False,False,False,2.122638463973999,D
1137,15,Female,Caucasian,Higher,6.065620422363281,9,False,High,False,True,False,False,2.2048606872558594,D
1138,15,Male,Other,Some College,7.251664161682129,18,False,None,True,False,True,True,1.1829874515533447,F
1139,17,Female,African American,Some College,1.3281071186065674,7,False,High,True,False,False,False,2.738795757293701,C
1140,15,Female,Asian,Bachelor's,19.786991119384766,17,True,High,False,False,False,False,2.237901210784912,D
1141,18,Female,Caucasian,None,0.7858389019966125,2,False,High,True,False,False,False,3.139481544494629,B
1142,15,Female,Caucasian,High School,13.098142623901367,23,True,None,True,True,False,False,1.0460448265075684,F
1143,18,Female,Asian,Some College,8.854718208312988,23,True,High,False,False,False,False,0.8164582252502441,F
1144,18,Male,Asian,High School,18.97832489013672,16,False,Moderate,True,False,True,False,2.0335445404052734,D
1145,18,Male,Asian,Some College,4.919994831085205,7,True,Moderate,True,True,False,False,2.4320785999298096,D
1146,17,Female,Caucasian,Bachelor's,10.641736030578613,9,False,High,True,False,False,False,2.659771203994751,C
1147,17,Female,Asian,Some College,9.647124290466309,1,True,Moderate,True,False,False,True,3.588887929916382,A
1148,17,Male,Asian,High School,14.057329177856445,11,False,High,False,True,False,False,2.3145875930786133,D
1149,15,Male,African American,Higher,1.3602046966552734,22,False,Low,True,True,False,True,1.0072258710861206,F
1150,18,Male,Asian,Some College,3.8757824897766113,5,False,High,True,False,False,False,2.8816123008728027,C
1151,17,Male,Asian,Some College,4.291296482086182,1,False,Low,False,True,True,False,2.804504871368408,C
1152,17,Female,African American,High School,14.763014793395996,20,True,High,False,True,False,False,1.7629210948944092,F
1153,15,Female,Caucasian,Bachelor's,3.782773971557617,22,False,Very High,True,False,False,True,1.1199113130569458,F
1154,17,Male,Caucasian,Some College,11.46983528137207,23,False,Moderate,False,False,False,False,1.0306575298309326,F
1155,15,Female,Caucasian,Some College,4.304876327514648,2,False,Moderate,True,False,False,False,3.0756194591522217,B
1156,16,Male,Caucasian,Bachelor's,17.232498168945312,16,True,High,True,True,False,False,2.6314339637756348,C
1157,17,Female,Caucasian,High School,18.84370994567871,28,False,None,False,True,True,True,0.503066897392273,F
1158,16,Male,Caucasian,Some College,10.36985969543457,6,False,Moderate,False,False,False,False,2.784237861633301,C
1159,15,Female,Caucasian,Bachelor's,7.046177864074707,28,False,Moderate,False,False,False,False,0.24762676656246185,F
1160,18,Male,Caucasian,High School,4.681155681610107,20,False,High,False,False,False,True,1.1895487308502197,F
1161,17,Male,Asian,Some College,0.9956200122833252,4,True,High,True,False,False,True,3.3759939670562744,B
1162,15,Female,Other,Bachelor's,5.370001316070557,22,True,High,False,False,False,False,1.2935734987258911,F
1163,18,Male,Caucasian,Some College,13.084715843200684,0,True,High,False,False,True,True,3.7185869216918945,A
1164,18,Female,Other,Some College,10.672338485717773,7,False,High,True,False,False,False,2.6705596446990967,C
1165,16,Female,African American,Bachelor's,18.88082504272461,11,True,Moderate,True,False,False,False,2.369647979736328,D
1166,15,Male,Caucasian,Bachelor's,7.9255452156066895,13,False,Moderate,False,True,False,False,1.6244868040084839,F
1167,18,Female,Caucasian,High School,13.877266883850098,15,True,Moderate,True,True,False,False,2.5374767780303955,C
1168,17,Female,African American,None,9.786455154418945,9,False,Very High,False,True,False,False,2.2984180450439453,D
1169,17,Female,Asian,Some College,10.251523971557617,14,False,High,True,False,False,False,2.2598042488098145,D
1170,16,Female,Asian,Some College,5.3554863929748535,20,False,Moderate,False,True,False,False,1.3213433027267456,F
1171,18,Female,Caucasian,Some College,9.099015235900879,23,False,High,False,True,False,False,0.9499742388725281,F
1172,15,Male,Caucasian,Some College,9.41569995880127,25,False,Moderate,True,False,False,True,0.81878662109375,F
1173,17,Female,Caucasian,High School,14.132850646972656,14,True,High,False,False,False,False,2.3392245769500732,D
1174,18,Female,Caucasian,Some College,18.81279945373535,9,False,Moderate,False,True,False,False,2.6827762126922607,C
1175,18,Female,Caucasian,High School,6.58642578125,20,True,Low,True,False,False,False,1.5438374280929565,F
1176,16,Female,Caucasian,Some College,0.8440093994140625,27,False,High,True,False,False,False,0.1969010978937149,F
1177,17,Female,Asian,Some College,9.925902366638184,6,False,High,False,False,False,False,2.748610258102417,C
1178,17,Male,Other,High School,10.889226913452148,25,True,Moderate,True,False,True,False,1.1048938035964966,F
1179,15,Female,Caucasian,High School,3.3688111305236816,2,False,Moderate,True,False,False,False,2.5534398555755615,C
1180,17,Male,Other,Some College,15.2092924118042,1,False,High,True,False,False,True,3.274233341217041,B
1181,15,Male,Caucasian,Some College,19.69858169555664,5,True,High,False,False,False,False,3.1860604286193848,B
1182,17,Male,Caucasian,High School,18.915494918823242,20,False,High,True,False,False,False,1.7221157550811768,F
1183,16,Male,Caucasian,Higher,3.9421207904815674,8,False,Moderate,True,True,False,False,2.3380463123321533,D
1184,17,Female,African American,Some College,17.507265090942383,9,True,Very High,True,True,False,False,3.273998737335205,B
1185,15,Male,Other,Higher,14.089872360229492,3,False,High,False,False,False,False,2.993502378463745,C
1186,15,Male,African American,Some College,9.07693099975586,26,True,High,True,False,False,False,0.8963978886604309,F
1187,16,Female,Caucasian,Some College,10.812219619750977,2,False,High,False,False,False,False,2.961055278778076,C
1188,17,Female,African American,Bachelor's,16.99200439453125,8,False,Low,True,False,False,False,2.6743509769439697,C
1189,17,Female,Caucasian,Some College,9.60269832611084,23,False,None,True,True,False,False,1.2178730964660645,F
1190,16,Male,Asian,Some College,7.464147567749023,21,True,High,False,False,False,False,1.3655911684036255,F
1191,17,Female,African American,High School,9.864950180053711,16,False,Moderate,False,False,False,True,1.5222748517990112,F
1192,17,Female,Caucasian,Some College,11.582595825195312,13,True,High,False,False,False,False,2.2314023971557617,D
1193,15,Male,African American,High School,3.781553030014038,9,False,Moderate,True,False,False,False,2.1352663040161133,D
1194,17,Female,African American,High School,18.01815414428711,12,False,Moderate,False,False,False,False,2.2556989192962646,D
1195,17,Female,Caucasian,None,13.483738899230957,11,True,Low,True,False,True,False,2.751145839691162,C
1196,16,Female,African American,None,12.66537857055664,26,False,High,True,True,False,False,0.8976341485977173,F
1197,16,Female,Caucasian,Higher,1.9899245500564575,0,False,Low,True,False,False,True,3.117354393005371,B
1198,18,Male,Asian,High School,12.083478927612305,27,False,High,True,False,True,False,1.2875951528549194,F
1199,15,Female,Asian,Some College,2.41921329498291,21,False,Moderate,False,False,False,False,0.5710530877113342,F
1200,17,Female,Asian,Bachelor's,1.5739535093307495,28,False,High,True,False,False,False,0.5813558101654053,F
1201,17,Male,African American,Some College,10.546217918395996,18,False,Low,False,False,True,False,1.6434624195098877,F
1202,18,Female,African American,High School,8.055710792541504,18,False,Low,False,False,False,False,1.2348440885543823,F
1203,17,Male,Caucasian,Some College,11.776205062866211,5,False,High,False,True,False,True,2.9680936336517334,C
1204,15,Female,Asian,Some College,1.7844433784484863,12,False,Moderate,True,False,False,False,2.00929856300354,D
1205,18,Male,Caucasian,Some College,8.619661331176758,18,False,Low,True,False,False,False,1.1460859775543213,F
1206,15,Male,Caucasian,Some College,3.495734214782715,12,True,Very High,False,False,False,False,2.1923632621765137,D
1207,18,Male,Caucasian,Higher,19.742002487182617,26,True,Low,True,False,False,False,0.9457308650016785,F
1208,18,Male,Caucasian,Some College,11.223004341125488,25,False,Moderate,True,False,False,False,0.5672500133514404,F
1209,16,Female,African American,High School,13.748737335205078,21,False,Low,False,False,False,False,0.9707643389701843,F
1210,15,Male,Caucasian,Some College,6.508365631103516,20,True,Moderate,True,False,True,True,1.6560600996017456,F
1211,17,Female,Asian,None,1.8947782516479492,3,False,Moderate,False,False,True,False,2.839313268661499,C
1212,17,Male,Caucasian,Bachelor's,19.517417907714844,23,False,Low,False,False,True,True,0.18981805443763733,F
1213,15,Male,Caucasian,High School,5.725180625915527,1,False,High,True,False,False,False,3.2582945823669434,B
1214,17,Male,African American,High School,8.476163864135742,14,True,Moderate,False,False,False,False,1.920055866241455,F
1215,17,Female,Caucasian,Bachelor's,12.997278213500977,11,False,High,False,False,False,False,2.0217714309692383,D
1216,15,Male,Caucasian,Some College,0.4939459562301636,29,True,Low,True,False,False,False,0.12593308091163635,F
1217,18,Female,Asian,High School,16.205183029174805,26,True,Moderate,True,False,False,False,1.2870134115219116,F
1218,15,Female,Caucasian,Some College,10.731563568115234,6,False,None,True,False,True,False,2.5914266109466553,C
1219,18,Female,Asian,Bachelor's,5.5643439292907715,19,True,High,False,False,False,False,1.4633796215057373,F
1220,17,Female,Caucasian,High School,1.2321597337722778,17,False,High,False,False,False,False,1.465549349784851,F
1221,17,Female,Caucasian,Bachelor's,3.2499682903289795,22,False,High,True,True,False,True,1.7104668617248535,F
1222,17,Female,Asian,None,17.900676727294922,12,False,Moderate,False,True,False,True,2.288505792617798,D
1223,16,Female,Caucasian,Some College,13.720484733581543,16,False,High,False,False,True,False,1.9609688520431519,F
1224,18,Female,Caucasian,Bachelor's,4.998034477233887,3,False,High,False,False,False,False,2.6216232776641846,C
1225,16,Female,Caucasian,High School,1.3120152950286865,24,False,None,True,False,False,False,0.768316388130188,F
1226,16,Male,Caucasian,Some College,13.81230640411377,13,False,Low,False,False,True,False,1.8064063787460327,F
1227,15,Male,Asian,High School,11.44815444946289,19,False,Moderate,False,False,False,False,0.8818663358688354,F
1228,16,Male,Caucasian,Some College,8.0903902053833,27,False,High,False,True,False,False,0.8170682191848755,F
1229,15,Male,Asian,Some College,7.272229194641113,12,True,None,False,False,False,False,1.4461325407028198,F
1230,15,Male,Asian,Some College,4.336285591125488,2,False,High,False,True,False,False,3.339094400405884,B
1231,16,Female,Caucasian,High School,13.39222526550293,25,False,Moderate,False,False,False,False,0.8196254968643188,F
1232,18,Female,Other,High School,19.413360595703125,25,False,Moderate,False,False,False,False,0.6768179535865784,F
1233,18,Female,Caucasian,None,3.5143048763275146,17,False,Low,False,True,False,True,1.3895448446273804,F
1234,18,Female,Other,High School,11.94233226776123,13,False,Moderate,False,True,False,True,1.9915083646774292,F
1235,18,Female,Caucasian,Some College,8.4837007522583,14,False,None,False,True,False,False,1.6398675441741943,F
1236,18,Female,African American,Bachelor's,8.9337739944458,2,False,None,False,True,False,False,2.5117430686950684,C
1237,16,Female,Caucasian,Some College,5.082945823669434,0,False,High,False,False,True,False,2.983919858932495,C
1238,16,Male,Caucasian,Some College,16.502696990966797,25,True,Moderate,False,False,True,False,1.2586548328399658,F
1239,17,Male,African American,Higher,9.70511245727539,23,True,Moderate,False,False,False,False,1.4179298877716064,F
1240,18,Male,Asian,Some College,10.868117332458496,16,False,Low,True,False,True,False,1.5970165729522705,F
1241,16,Male,Caucasian,Bachelor's,6.095218181610107,2,True,Moderate,False,True,False,False,3.0886998176574707,B
1242,17,Female,Caucasian,Some College,3.636169195175171,13,False,None,True,True,False,False,1.6413414478302002,F
1243,18,Female,Asian,High School,1.7182077169418335,2,False,Moderate,False,True,False,False,2.5868706703186035,C
1244,15,Female,African American,None,14.28238296508789,12,True,Moderate,False,False,False,False,2.3890326023101807,D
1245,17,Male,Other,Some College,3.9246857166290283,14,False,Moderate,True,False,False,False,1.898146390914917,F
1246,16,Female,Asian,High School,13.801506996154785,17,False,Very High,False,True,False,False,2.110487937927246,D
1247,15,Female,Other,High School,7.807528972625732,13,False,Moderate,False,False,False,False,1.7002736330032349,F
1248,15,Female,Asian,Some College,8.315496444702148,20,False,Moderate,True,False,False,False,1.0444999933242798,F
1249,15,Male,Caucasian,Some College,9.383549690246582,25,False,Moderate,False,True,False,False,1.1941661834716797,F
1250,17,Female,Caucasian,Some College,7.354170322418213,2,False,Low,False,False,True,False,2.649136781692505,C
1251,16,Male,Asian,High School,2.012399435043335,18,False,High,False,True,False,False,1.2341413497924805,F
1252,15,Male,African American,High School,6.192636013031006,7,False,Moderate,True,False,False,False,2.127408981323242,D
1253,18,Male,Caucasian,Some College,13.274686813354492,3,True,Low,True,False,False,False,2.9138877391815186,C
1254,15,Male,Caucasian,Higher,13.315688133239746,3,False,High,False,False,False,True,3.119393825531006,B
1255,15,Female,Other,Some College,5.724486351013184,18,True,None,False,False,False,False,1.0363787412643433,F
1256,17,Male,African American,Bachelor's,9.202052116394043,10,False,Very High,True,False,False,True,2.4032845497131348,D
1257,17,Male,Caucasian,Some College,3.8689446449279785,0,True,High,False,False,False,False,3.156507968902588,B
1258,16,Female,Caucasian,Some College,4.207441806793213,7,True,Moderate,False,True,True,False,2.7234718799591064,C
1259,18,Female,Caucasian,High School,0.46094176173210144,14,False,Low,True,True,False,False,1.5309511423110962,F
1260,17,Male,Caucasian,Some College,17.9349308013916,0,False,Low,False,False,False,False,3.468581438064575,B
1261,15,Female,Caucasian,Some College,4.214133262634277,6,False,Low,True,False,False,False,2.302031993865967,D
1262,16,Male,Caucasian,Some College,4.55067777633667,20,True,Low,True,False,False,False,1.2656779289245605,F
1263,15,Male,Asian,Some College,5.592028617858887,19,False,Moderate,True,True,False,True,1.4796022176742554,F
1264,15,Male,Caucasian,Some College,2.548161506652832,19,False,Very High,False,False,True,True,1.4450767040252686,F
1265,17,Male,Asian,High School,12.785257339477539,23,False,Moderate,False,False,False,False,0.8094338178634644,F
1266,16,Female,Asian,Some College,1.502859115600586,10,True,High,False,False,False,False,2.150233268737793,D
1267,18,Male,Caucasian,High School,2.6840484142303467,26,False,High,False,False,False,False,0.5591437220573425,F
1268,18,Female,African American,Bachelor's,12.895134925842285,28,False,High,False,False,False,False,0.5807884931564331,F
1269,17,Female,Caucasian,High School,6.793212413787842,13,False,None,False,True,True,True,1.6020891666412354,F
1270,17,Female,Asian,None,14.158956527709961,21,True,Moderate,False,True,False,False,1.002798318862915,F
1271,16,Female,Caucasian,Some College,11.148494720458984,15,False,High,False,False,False,False,1.663063406944275,F
1272,18,Male,African American,Some College,5.120423316955566,13,False,High,False,False,False,True,1.5315464735031128,F
